finess_et;finess_ej;siret;nom;adresse;code_postal;ville;departement;statut_juridique;prix_chambre_simple_jour;cotation_has;nb_red_flags;alerte_gouvernance;contentieux_judiciaire;source_finess;source_cnsa;source_has;source_alimconfiance;url_fiche_seniorvigil
940017304;930021514;38324753300276;EHPAD LA MAISON DES VERGERS;113 AV DU PRESIDENT WILSON;93100;MONTREUIL;93;Non renseigné;;A;0;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-la-maison-des-vergers-93/
940004088;910814557;32364952500264;EHPAD LA MAISON DU CEDRE BLEU;R DU CHATEAU;91280;ST PIERRE DU PERRAY;91;Non renseigné;;A;0;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-la-maison-du-cedre-bleu-91/
940004088;940006208;32364952500439;EHPAD LA MAISON DU GRAND CEDRE;10 AV PAUL VAILLANT COUTURIER;94110;ARCUEIL;94;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-la-maison-du-grand-cedre-94/
940004088;770814689;32364952500249;EHPAD LA MAISON DU GRAND CHENE;20 R DE L ABREUVOIR;77380;COMBS LA VILLE;77;Non renseigné;100.5;A;1;Non;Non;Oui;Oui;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-la-maison-du-grand-chene-77/
940004088;940007719;32364952500421;EHPAD LA MAISON DU JARDIN DES ROSES;54 R D YERRES;94440;VILLECRESNES;94;Non renseigné;;C;2;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-la-maison-du-jardin-des-roses-94/
940004088;930019153;32364952500306;EHPAD LA MAISON DU LAURIER NOBLE;1 R DU DOCTEUR DELAFONTAINE;93200;ST DENIS;93;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-la-maison-du-laurier-noble-93/
940004088;750041089;32364952500587;EHPAD LA MAISON DU PARC;81 R AMIRAL MOUCHEZ;75013;PARIS;75;Non renseigné;110.0;;0;Non;Non;Oui;Oui;Non;Oui;https://seniorvigil.com/ehpad/ehpad-la-maison-du-parc-75/
940004088;940020282;32364952500322;EHPAD LA MAISON DU SAULE CENDRE;77 AV ADRIEN RAYNAL;94310;ORLY;94;Non renseigné;;A;1;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-la-maison-du-saule-cendre-94/
940017304;930019468;38324753300250;EHPAD LA MAISON DU SOLEIL;211 AV JEAN JAURES;93300;AUBERVILLIERS;93;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-la-maison-du-soleil-93/
940004088;930021068;32364952500454;EHPAD LA MAISON LA VALLEE DES FLEURS;41 R VICTOR RENELLE;93240;STAINS;93;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-la-maison-la-vallee-des-fleurs-93/
910000751;910700368;78524159700018;EHPAD LA MAISON RUSSE;1 R DE LA COSSONNERIE;91700;STE GENEVIEVE DES BOIS;91;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-la-maison-russe-91/
590035762;910701481;40072026400144;EHPAD LA MAISON SAINT JOSEPH;14 R GEROFOSSE;91150;ETAMPES;91;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-la-maison-saint-joseph-91/
940031891;770002939;30250625800029;EHPAD LA MAISON SOURCE NADON;4 R CLAUDE BERNARD;77250;MORET LOING ET ORVANNE;77;Non renseigné;95.0;;0;Non;Non;Oui;Oui;Non;Oui;https://seniorvigil.com/ehpad/ehpad-la-maison-source-nadon-77/
750003527;780701645;44441067400055;EHPAD LA MARECHALERIE;8 R NATIONALE;78940;LA QUEUE LES YVELINES;78;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-la-marechalerie-78/
920001559;920711629;26920117400019;EHPAD LA MERIDIENNE;36 QU D ASNIERES;92390;VILLENEUVE LA GARENNE;92;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-la-meridienne-92/
920028560;780700860;43997564001556;EHPAD LA MESANGERIE;2 RTE DE JUMEAUVILLE;78580;MAULE;78;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-la-mesangerie-78/
440049252;770019396;52926406100043;EHPAD LA MEULIERE DE LA MARNE;20 BD DU 8 MAI 1945;77263;LA FERTE SOUS JOUARRE CEDE;77;Non renseigné;;A;0;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-la-meuliere-de-la-marne-77/
920031994;940019300;82343384200031;EHPAD LA PASSERELLE DES ARTS;5 AV ROUGET DE LISLE;94400;VITRY SUR SEINE;94;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-la-passerelle-des-arts-94/
930001011;930705728;51822661800024;EHPAD LA PEUPLERAIE;65 BD JEAN MERMOZ;93380;ST DENIS;93;Non renseigné;;A;1;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-la-peupleraie-93/
910000736;910700293;26910225700012;EHPAD LA PIE VOLEUSE;1 AV DE LA REPUBLIQUE;91120;PALAISEAU;91;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-la-pie-voleuse-91/
920030152;940006638;40125156602879;EHPAD LA RESIDENCE  LES PASTOUREAUX;10 R SALVADOR ALLENDE;94460;VALENTON;94;Non renseigné;113.0;;0;Non;Non;Oui;Oui;Non;Oui;https://seniorvigil.com/ehpad/ehpad-la-residence-les-pastoureaux-94/
920030152;770001311;40125156601038;EHPAD LA RESIDENCE CHATEAU NODET;3 R DU MARECHAL JUIN;77130;MONTEREAU FAULT YONNE;77;Non renseigné;;A;0;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-la-residence-chateau-nodet-77/
750060949;770816601;83263480200025;EHPAD LA RESIDENCE DES DEUX MOULINS;11 R DES MOULINS;77122;MONTHYON;77;Non renseigné;;C;2;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-la-residence-des-deux-moulins-77/
750034589;770700144;48841184400092;EHPAD LA RESIDENCE DU PARC;24 R DES BERCHERES;77340;PONTAULT COMBAULT;77;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-la-residence-du-parc-77/
690033899;780822110;39246926800164;EHPAD LA RESIDENCE DU SOURIRE;34 R DU PARC;78955;CARRIERES SOUS POISSY;78;Non renseigné;;;0;Non;Non;Oui;Oui;Non;Oui;https://seniorvigil.com/ehpad/ehpad-la-residence-du-sourire-78/
940007248;940808009;45089681600029;EHPAD LA RESIDENCE LES JARDINS THIAIS;61 AV RENE PANHARD;94320;THIAIS;94;Non renseigné;;A;0;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-la-residence-les-jardins-thiais-94/
780000907;780701744;34049252900011;EHPAD LA RESIDENCE MEDICIS;41 AV JEAN JAURES;78500;SARTROUVILLE;78;Non renseigné;;A;1;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-la-residence-medicis-78/
910009588;910009638;44855581300030;EHPAD LA RESIDENCE MEDICIS;75 R FRANCOEUR;91170;VIRY CHATILLON;91;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-la-residence-medicis-91/
940009319;940005499;44988613400021;EHPAD LA RESIDENCE MEDICIS;1 R AMEDEE CHENAL;94700;MAISONS ALFORT;94;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-la-residence-medicis-94/
780823860;780823878;38045003100022;EHPAD LA ROSE DES VENTS;235 CHE DE FAUVEAU;78670;VILLENNES SUR SEINE;78;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-la-rose-des-vents-78/
920039773;780802468;34918573600148;EHPAD LA ROSERAIE;11 R PAUL DEMANGE;78290;CROISSY SUR SEINE;78;Non renseigné;137.16;;0;Non;Non;Oui;Oui;Non;Oui;https://seniorvigil.com/ehpad/ehpad-la-roseraie-78/
920019189;920803921;48477416100026;EHPAD LA ROSERAIE;76 R DES CERISIERS;92700;COLOMBES;92;Non renseigné;136.0;A;1;Non;Non;Oui;Oui;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-la-roseraie-92/
930000922;930701586;34516342200016;EHPAD LA ROSERAIE;18 AV DU MARECHAL LECLERC;93190;LIVRY GARGAN;93;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-la-roseraie-93/
770000917;770803682;33970860400014;EHPAD LA RÉSIDENCE LA CANOPÉE;6 R DE LA GARE;77670;ST MAMMES;77;Non renseigné;;B;0;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-la-residence-la-canopee-77/
930000955;930702089;26930095000012;EHPAD LA SEIGNEURIE;7 R KLEBER;93697;PANTIN CEDEX;93;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-la-seigneurie-93/
940001068;940022494;26940101400080;EHPAD LA SEIGNEURIE;57 R DU COMMANDANT MOUCHOTTE;94160;ST MANDE;94;Non renseigné;;A;0;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-la-seigneurie-94/
750057291;750016958;;EHPAD LA SOURCE D AUTEUIL;11 R DE LA SOURCE;75016;PARIS;75;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-la-source-d-auteuil-75/
690033899;770813905;39246926800156;EHPAD LA TABLE RONDE;15 RTE DE BRAY;77160;PROVINS;77;Non renseigné;;A;1;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-la-table-ronde-77/
920030152;940808025;40125156600527;EHPAD LA VALLEE DE LA MARNE;49 QUA DE LA MARNE;94340;JOINVILLE LE PONT;94;Non renseigné;171.0;B;1;Non;Non;Oui;Oui;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-la-vallee-de-la-marne-94/
440049252;920812062;;EHPAD LA VILLA  D EPIDAURE;17 R DES CROISSANTS;92380;GARCHES;92;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-la-villa-d-epidaure-92/
920001385;920710688;26920152100037;EHPAD LASSERRE;4 R SEVERINE;92130;ISSY LES MOULINEAUX;92;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-lasserre-92/
250018116;770015782;43861978500027;EHPAD LE BOIS CLEMENT;;77320;LA FERTE GAUCHER;77;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-le-bois-clement-77/
910000918;910701515;95720147800014;EHPAD LE BOIS JOLI;1 R DU REGARD;91350;GRIGNY;91;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-le-bois-joli-91/
920028560;750045809;43997564001259;EHPAD LE CANAL DES MARAICHERS;136 BD MAC DONALD;75019;PARIS;75;Non renseigné;;A;0;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-le-canal-des-maraichers-75/
950001065;950800227;67820303500012;EHPAD LE CASTEL;5 R DES BRUYERES;95150;TAVERNY;95;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-le-castel-95/
910001197;910800523;43407896000029;EHPAD LE CENTENAIRE;11 R DU PARC;91740;PUSSAY;91;Non renseigné;;A;0;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-le-centenaire-91/
910002138;910815026;34269585500029;EHPAD LE CERCLE DES AINES;1 R PIERRE MEDERIC;91360;EPINAY SUR ORGE;91;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-le-cercle-des-aines-91/
920036431;910701697;96120185200012;EHPAD LE CHATEAU DE CHAMPLATREUX;37 ALL BOURGOIN;91250;SAINTRY SUR SEINE;91;Non renseigné;110.0;;0;Non;Non;Oui;Oui;Non;Non;https://seniorvigil.com/ehpad/ehpad-le-chateau-de-champlatreux-91/
750721235;770803591;77565757000500;EHPAD LE CHATEAU DE FONTENELLE;ALL DE FONTENELLE;77600;CHANTELOUP EN BRIE;77;Non renseigné;;C;2;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-le-chateau-de-fontenelle-77/
770016681;770802650;47930972600020;EHPAD LE CHATEAU DE LOUCHE;59 R DU GL DE GAULLE;77410;ANNET SUR MARNE;77;Non renseigné;124.0;B;1;Non;Non;Oui;Oui;Oui;Non;https://seniorvigil.com/ehpad/ehpad-le-chateau-de-louche-77/
770815264;770815272;48497667500021;EHPAD LE CHATEAU DE MONTJAY;CHATEAU DE MONTJAY;77720;BOMBON;77;Non renseigné;;A;0;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-le-chateau-de-montjay-77/
910001379;910802289;30191992400011;EHPAD LE CHATEAU DE VILLEMOISSON;1 R HERAULT DE SECHELLES;91360;VILLEMOISSON SUR ORGE;91;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-le-chateau-de-villemoisson-91/
920018918;770803450;90545011000010;EHPAD LE CHATEAU DE VILLENIARD;R DE LA TUILERIE;77710;VAUX SUR LUNAIN;77;Non renseigné;;A;1;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-le-chateau-de-villeniard-77/
770810422;770803427;31725143700024;EHPAD LE CHATEAU DES CEDRES;1 CHE DES PIATS;77600;CONCHES SUR GONDOIRE;77;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-le-chateau-des-cedres-77/
920030152;950004358;40125156601699;EHPAD LE CLOS D ARNOUVILLE;19 R LAUGERE;95400;ARNOUVILLE;95;Non renseigné;;A;1;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-le-clos-d-arnouville-95/
920031960;910017888;49351919300053;EHPAD LE CLOS D ETRECHY;4 R DE LA ROCHE BENOTTE;91580;ETRECHY;91;Non renseigné;115.0;;0;Non;Non;Oui;Oui;Non;Oui;https://seniorvigil.com/ehpad/ehpad-le-clos-d-etrechy-91/
920030152;950010868;40125156601681;EHPAD LE CLOS DE L OSERAIE;6 R PAUL EMILE VICTOR;95520;OSNY;95;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-le-clos-de-l-oseraie-95/
920030152;950783514;40125156602275;EHPAD LE CLOS DES LILAS;BD DE LA REPUBLIQUE;95600;EAUBONNE;95;Non renseigné;;A;1;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-le-clos-des-lilas-95/
920030152;920006129;;EHPAD LE CLOS DES MEUNIERS;38 R DES MEUNIERS;92220;BAGNEUX;92;Non renseigné;103.0;;0;Non;Non;Oui;Oui;Non;Oui;https://seniorvigil.com/ehpad/ehpad-le-clos-des-meuniers-92/
920030152;930023205;40125156601806;EHPAD LE CLOS DES PEUPLIERS;52 R DES REPUBLICAINS ESPAGNOLS;93000;BOBIGNY;93;Non renseigné;89.0;B;1;Non;Non;Oui;Oui;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-le-clos-des-peupliers-93/
920030186;780824876;81779709501044;EHPAD LE CLOS DES PRIES;4 AV DU CLOS DES VIGNES;78540;VERNOUILLET;78;Non renseigné;99.85;B;1;Non;Non;Oui;Oui;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-le-clos-des-pries-78/
770000636;770701084;26770023500026;EHPAD LE CLOS FLEURI;12 R DU PARC;77520;DONNEMARIE DONTILLY;77;Non renseigné;;C;2;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-le-clos-fleuri-77/
780001517;780001731;42031263900024;EHPAD LE CLOS SAINT JEAN;3 AV VICTOR HUGO;78440;GARGENVILLE;78;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-le-clos-saint-jean-78/
750056335;780804845;34117411800321;EHPAD LE COEUR VOLANT;19 CHE DU COEUR VOLANT;78430;LOUVECIENNES;78;Non renseigné;150.0;;0;Non;Non;Oui;Oui;Non;Oui;https://seniorvigil.com/ehpad/ehpad-le-coeur-volant-78/
920110020;920809803;26920138000020;EHPAD LE FIGUIER;403 AV DE LA REPUBLIQUE;92014;NANTERRE CEDEX;92;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-le-figuier-92/
770000578;770701019;26770016900019;EHPAD LE FIL D ARGENT;217 R DU DR SCHWEITZER;77480;BRAY SUR SEINE;77;Non renseigné;;C;2;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-le-fil-d-argent-77/
940001704;940803190;26940135200043;EHPAD LE GRAND AGE RESIDENCE BONHEUR;50 R GROUPE MANOUCHIAN;94140;ALFORTVILLE;94;Non renseigné;;A;1;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-le-grand-age-residence-bonheur-94/
770016624;770016632;49337294000020;EHPAD LE GRAND PAVOIS;ALL DU GRAND PAVOIS;77310;ST FARGEAU PONTHIERRY;77;Non renseigné;;C;2;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-le-grand-pavois-77/
920030186;940804347;81779709501234;EHPAD LE HAMEAU DU MESLY;60 AV DOCTEUR PAUL CASALIS;94000;CRETEIL;94;Non renseigné;84.0;B;1;Non;Non;Oui;Oui;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-le-hameau-du-mesly-94/
750056335;940805393;34117411800396;EHPAD LE JARDIN DE NEPTUNE LES SAULES;29 AV DE L ALMA;94214;LA VARENNE ST HILAIRE CEDE;94;Non renseigné;142.5;A;1;Non;Non;Oui;Oui;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-le-jardin-de-neptune-les-saules-94/
910000983;910701663;95620113100029;EHPAD LE MANOIR;32 AV GAMBETTA;91130;RIS ORANGIS;91;Non renseigné;102.3;;0;Non;Non;Oui;Oui;Non;Oui;https://seniorvigil.com/ehpad/ehpad-le-manoir-91-910701663/
910002070;910814649;26910218200020;EHPAD LE MANOIR;42 R DES SAULES;91230;MONTGERON;91;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-le-manoir-91-910814649/
750721235;770802635;77565757000179;EHPAD LE MANOIR DE CHELLES;8 AV GENDARME CASTERMANT;77500;CHELLES;77;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-le-manoir-de-chelles-77/
770000727;770790749;26770014400012;EHPAD LE MARAIS;25 R ERNEST DELBET;77320;LA FERTE GAUCHER;77;Non renseigné;;C;2;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-le-marais-77/
690033899;950807412;39246926800073;EHPAD LE MENHIR;57 R DE VAUREAL;95000;CERGY;95;Non renseigné;;B;0;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-le-menhir-95/
750825846;930817531;77568030900629;EHPAD LE PARC;37 AV JULES DE JOUY;93600;AULNAY SOUS BOIS;93;Non renseigné;;;1;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-le-parc-93/
750056335;780011359;;EHPAD LE PARC DE L ABBAYE;7 R DES DEMOISELLES DE ST CYR;78210;ST CYR L ECOLE;78;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-le-parc-de-l-abbaye-78/
780018180;780018206;51487187000028;EHPAD LE PARC DU DONJON;44 R CAMILLE PELLETAN;78800;HOUILLES;78;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-le-parc-du-donjon-78/
750806606;770003382;77566670401023;EHPAD LE PARC FLEURI;38 R PASTEUR;77720;MORMANT;77;Non renseigné;85.0;C;2;Non;Non;Oui;Oui;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-le-parc-fleuri-77/
770790277;770802072;31565153900027;EHPAD LE PATIO;8 AV JOSEPH BODIN DE BOISMORTIER;77680;ROISSY EN BRIE;77;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-le-patio-77/
950001586;950807537;32104673200012;EHPAD LE PATIO;79 R JULES FERRY;95360;MONTMAGNY;95;Non renseigné;;C;2;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-le-patio-95/
950047134;950807826;;EHPAD LE PAVILLON DES ARTS;1 AV DE LA DIVISION LECLERC;95350;ST BRICE SOUS FORET;95;Non renseigné;;A;0;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-le-pavillon-des-arts-95/
780826285;780826293;39489663300028;EHPAD LE PRIEURE;48 R ARNOULT CRAPOTTE;78700;CONFLANS STE HONORINE;78;Non renseigné;111.89;B;1;Non;Non;Oui;Oui;Oui;Non;https://seniorvigil.com/ehpad/ehpad-le-prieure-78/
940004088;770003473;32364952500280;EHPAD LE TILLEUL ARGENTE;37 AV DU GRAND CERF;77500;CHELLES;77;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-le-tilleul-argente-77/
750026288;750041030;42315637100027;EHPAD LE TREFLE BLEU CARDINET;152 R CARDINET;75017;PARIS;75;Non renseigné;;C;2;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-le-trefle-bleu-cardinet-75/
780822144;780823654;49940912600012;EHPAD LE VAL D ESSONNE;1 ALL DU VAL D ESSONNE;78310;MAUREPAS;78;Non renseigné;123.0;;0;Non;Non;Oui;Oui;Non;Oui;https://seniorvigil.com/ehpad/ehpad-le-val-d-essonne-78/
440049252;940003858;52926406100084;EHPAD LE VERGER DE VINCENNES;21 AV DES MURS DU PARC;94300;VINCENNES;94;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-le-verger-de-vincennes-94/
920032497;770814846;51793972400012;EHPAD LE VILLAGE;3 R DU DOCTEUR LIMOGE;77310;BOISSISE LE ROI;77;Non renseigné;;A;0;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-le-village-77/
910110014;910800945;26910001200054;EHPAD LE VILLAGE DU PAYS DE CHATRES;18 AV DE VERDUN;91290;ARPAJON;91;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-le-village-du-pays-de-chatres-91/
910000744;910700327;26910209100015;EHPAD LEON MAUGE;67 R D ESTIENNE D ORVES;91370;VERRIERES LE BUISSON;91;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-leon-mauge-91/
750720609;780018792;77567216500013;EHPAD LEOPOLD BELLAN DE MANTES LA JOLI;8 R CASTOR;78200;MANTES LA JOLIE;78;Non renseigné;;A;0;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-leopold-bellan-de-mantes-la-joli-78/
750720609;780022364;77567216500013;EHPAD LEOPOLD BELLAN DE MONTESSON;205 AV GABRIEL PERI;78360;MONTESSON;78;Non renseigné;;A;0;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-leopold-bellan-de-montesson-78/
750720609;780700902;77567216500070;EHPAD LEOPOLD BELLAN DE SEPTEUIL;13 PL DE VERDUN;78790;SEPTEUIL;78;Non renseigné;;A;0;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-leopold-bellan-de-septeuil-78/
780023818;780700688;78896960800017;EHPAD LEPINE VERSAILLES;53 R DES CHANTIERS;78000;VERSAILLES;78;Non renseigné;;A;1;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-lepine-versailles-78/
910020510;910701853;20003446000093;EHPAD LES  MYOSOTIS;155 R FRANCOIS MITTERRAND;91160;LONGJUMEAU;91;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-les-myosotis-91/
920028560;920022928;43997564001119;EHPAD LES 4 SAISONS;9 AV DE LA LIBERATION;92350;LE PLESSIS ROBINSON;92;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-les-4-saisons-92/
920808037;920710639;26920097800014;EHPAD LES ABONDANCES;49 R SAINT DENIS;92100;BOULOGNE BILLANCOURT;92;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-les-abondances-92/
780020715;770003408;52150496900432;EHPAD LES ACACIAS;14 AV PABLO PICASSO;77290;MITRY MORY;77;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-les-acacias-77/
750065401;770001469;45343243700144;EHPAD LES AIRELLES;14 AV CONSTANT COQUELIN;77860;COUILLY PONT AUX DAMES;77;Non renseigné;109.0;;0;Non;Non;Oui;Oui;Non;Non;https://seniorvigil.com/ehpad/ehpad-les-airelles-77/
920030152;750048357;40125156602069;EHPAD LES ARTISTES DE BATIGNOLLES;5 R RENE BLUM;75017;PARIS;75;Non renseigné;160.0;B;1;Non;Non;Oui;Oui;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-les-artistes-de-batignolles-75/
780000816;780701082;26780018300019;EHPAD LES AULNETTES;31 R JOSEPH BERTRAND;78220;VIROFLAY;78;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-les-aulnettes-78/
330066465;770814754;;EHPAD LES CHARMETTES;5 R JEAN MOULIN;77200;TORCY;77;Non renseigné;103.0;B;1;Non;Non;Oui;Oui;Oui;Non;https://seniorvigil.com/ehpad/ehpad-les-charmettes-77/
950808733;950806950;41248657300022;EHPAD LES CHARMILLES;1 R DES CHARMILLES;95560;MONTSOULT;95;Non renseigné;;C;2;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-les-charmilles-95/
780803755;780804803;26780055500059;EHPAD LES CHENES D OR;158 R DE VERSAILLES;78150;LE CHESNAY ROCQUENCOURT;78;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-les-chenes-d-or-78/
780020715;910814508;52150496900465;EHPAD LES CHENES VERTS;1 R DE LA GUEPINERIE- CHEVRY II;91190;GIF SUR YVETTE;91;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-les-chenes-verts-91/
780020715;920807468;52150496900291;EHPAD LES CHENETS;51 R VICTOR HUGO;92400;COURBEVOIE;92;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-les-chenets-92/
950013870;950801563;26950472600051;EHPAD LES COTEAUX DE MONTMORENCY;1 R JEAN MOULIN;95160;MONTMORENCY;95;Non renseigné;;A;0;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-les-coteaux-de-montmorency-95/
